source_document_id,target_document_id,edge_type
UDQ-ARCH-NAR-001,UDQ-GOV-STD-001,depends_on
UDQ-ARCH-NAR-001,UDQ-UI-ARCH-001,depends_on
UDQ-ARCH-NAR-001,UDQ-UI-MOD-001,depends_on
UDQ-ARCH-NAR-001,UDQ-UI-NAR-001,depends_on
UDQ-ARCH-NAR-002,UDQ-ARCH-NAR-001,depends_on
UDQ-ARCH-NAR-002,UDQ-GOV-STD-001,depends_on
UDQ-ARCH-NAR-002,UDQ-UI-ARCH-001,depends_on
UDQ-ARCH-NAR-002,UDQ-UI-MOD-001,depends_on
UDQ-ARCH-NAR-002,UDQ-UI-NAR-001,depends_on
UDQ-AUD-CHK-001,UDQ-AUD-SPEC-001,depends_on
UDQ-AUD-CHK-001,UDQ-AUD-SPEC-002,depends_on
UDQ-AUD-CHK-001,UDQ-GOV-LOG-001,depends_on
UDQ-AUD-CHK-001,UDQ-QUAL-SPEC-002,depends_on
UDQ-AUD-SPEC-001,UDQ-GOV-SPEC-003,depends_on
UDQ-AUD-SPEC-001,UDQ-GOV-SPEC-004,depends_on
UDQ-AUD-SPEC-001,UDQ-GOV-SPEC-005,depends_on
UDQ-AUD-SPEC-001,UDQ-GOV-SPEC-006,depends_on
UDQ-AUD-SPEC-001,UDQ-REQ-MAT-001,depends_on
UDQ-AUD-SPEC-001,UDQ-IMP-SPEC-002,depends_on
UDQ-AUD-SPEC-002,UDQ-GOV-STD-001,depends_on
UDQ-AUD-SPEC-002,UDQ-GOV-SPEC-002,depends_on
UDQ-AUD-SPEC-002,UDQ-AUD-SPEC-001,depends_on
UDQ-AUD-SPEC-002,UDQ-REL-SPEC-001,depends_on
UDQ-AUD-TPL-001,UDQ-AUD-SPEC-001,depends_on
UDQ-AUD-TPL-001,UDQ-REL-SPEC-001,depends_on
UDQ-AUD-TPL-001,UDQ-SCM-STD-001,depends_on
UDQ-AUD-TPL-001,UDQ-GOV-SPEC-002,depends_on
UDQ-AUD-TPL-002,UDQ-AUD-SPEC-002,depends_on
UDQ-AUD-TPL-002,UDQ-GOV-SPEC-002,depends_on
UDQ-DEV-SPEC-001,UDQ-DIAG-SPEC-001,depends_on
UDQ-DEV-SPEC-001,UDQ-GOV-STD-001,depends_on
UDQ-DEV-SPEC-001,UDQ-OUT-SPEC-001,depends_on
UDQ-DEV-SPEC-001,UDQ-PROT-SPEC-001,depends_on
UDQ-DEV-SPEC-001,UDQ-SIG-SPEC-001,depends_on
UDQ-DIAG-SPEC-001,UDQ-GOV-STD-001,depends_on
UDQ-DIAG-SPEC-001,UDQ-HIS-SPEC-001,depends_on
UDQ-DIAG-SPEC-001,UDQ-PROT-SPEC-001,depends_on
UDQ-DIAG-SPEC-001,UDQ-REM-SPEC-001,depends_on
UDQ-DIAG-SPEC-001,UDQ-UI-MOD-001,depends_on
UDQ-EVT-SPEC-001,UDQ-GOV-STD-001,depends_on
UDQ-EVT-SPEC-001,UDQ-HIS-SPEC-001,depends_on
UDQ-EVT-SPEC-001,UDQ-OUT-SPEC-001,depends_on
UDQ-EVT-SPEC-001,UDQ-REM-SPEC-001,depends_on
UDQ-EVT-SPEC-001,UDQ-UI-MOD-001,depends_on
UDQ-EVT-SPEC-001,UDQ-GOV-GLO-001,depends_on
UDQ-EVT-SPEC-001,UDQ-GOV-STD-002,depends_on
UDQ-EXM-SPEC-001,UDQ-GOV-GLO-001,depends_on
UDQ-EXM-SPEC-001,UDQ-GOV-SPEC-005,depends_on
UDQ-EXM-SPEC-001,UDQ-REQ-MAT-001,depends_on
UDQ-EXP-SPEC-001,UDQ-AUD-SPEC-001,depends_on
UDQ-EXP-SPEC-001,UDQ-GOV-STD-001,depends_on
UDQ-EXP-SPEC-001,UDQ-HIS-SPEC-001,depends_on
UDQ-EXP-SPEC-001,UDQ-REL-SPEC-001,depends_on
UDQ-EXP-SPEC-001,UDQ-SCM-STD-001,depends_on
UDQ-GAP-RPT-001,UDQ-GOV-SPEC-003,depends_on
UDQ-GAP-RPT-001,UDQ-REQ-MAT-001,depends_on
UDQ-GAP-RPT-001,UDQ-GOV-RPT-002,depends_on
UDQ-GAP-TPL-001,UDQ-GAP-RPT-001,depends_on
UDQ-GAP-TPL-001,UDQ-QUAL-SPEC-002,depends_on
UDQ-GAP-TPL-001,UDQ-GOV-SPEC-002,depends_on
UDQ-GOV-GLO-001,UDQ-GOV-STD-002,depends_on
UDQ-GOV-LOG-001,UDQ-GOV-STD-001,depends_on
UDQ-GOV-LOG-001,UDQ-GOV-SPEC-002,depends_on
UDQ-GOV-LOG-001,UDQ-GOV-STD-002,depends_on
UDQ-GOV-LOG-001,UDQ-GOV-STD-003,depends_on
UDQ-GOV-LOG-001,UDQ-GOV-SPEC-003,depends_on
UDQ-GOV-LOG-001,UDQ-GOV-SPEC-006,depends_on
UDQ-GOV-LOG-001,UDQ-IMP-SPEC-002,depends_on
